Ticket ID,Creation Timestamp,Channel,Category,Priority,Subject,Description
TID-74A068AB,2024-02-01 11:51:00,Web,Technical Issue,Low,Dashboard widgets not refreshing,The desktop application closes immediately after I launch it. I have already tried reinstalling and restarting. OS: Windows 11.
TID-690235AB,2024-07-08 12:52:00,Email,General Feedback,Low,App is much faster now,"I wanted to thank your support agent, Sarah. She was incredibly helpful and resolved my issue quickly."
TID-05A6EAC1,2024-10-14 19:00:00,Email,Technical Issue,Medium,Error message when saving a new project,"I'm trying to export a report with 50000 rows to CSV, but it times out with the error '500_INTERNAL_SERVER_ERROR'."
TID-45A62F3C,2024-09-11 08:00:00,Web,Billing & Payment,Medium,Incorrect amount on invoice,Could you please provide PDF copies of all invoices for my account (50933) for the last fiscal year?
TID-8F62B931,2024-10-07 18:27:00,Email,Technical Issue,Medium,Search functionality not returning all results,"Every time I click 'Save' on a new project, I get a generic 'Error 500: Internal Server Error'."
TID-71DC4FC5,2024-04-25 10:36:00,Web,Account Management,Low,Need to change the primary email,"I sent an invite to a new team member, but the link expired. Can you please resend it to 'new.user@example.com'?"
TID-03DC9444,2024-03-01 07:45:00,Web,Account Management,Low,Unable to reset password,My account is locked due to too many failed login attempts. I need urgent access for a presentation. Please unlock username 'test@example.org'.
TID-66B2BA78,2024-03-03 17:44:00,Web,Account Management,Medium,New user invitation link has expired,The manager of our corporate account has left the company. I need to take over ownership. What are the next steps?
TID-275B97CC,2024-05-12 08:05:00,Email,Technical Issue,Urgent,Dashboard widgets not refreshing,Our integration is failing because all calls to the /api/v2/users endpoint are returning a 503 Service Unavailable error.
TID-114BFE49,2024-05-14 18:36:00,Web,Account Management,Medium,User account locked,I've tried the 'Forgot Password' link several times for username 'test@example.org' but I'm not receiving the email. I checked my spam folder.
TID-5CCC77D0,2024-03-13 09:30:00,Email,Account Management,High,User account locked,"I sent an invite to a new team member, but the link expired. Can you please resend it to 'new.hire@example.org'?"
TID-4305DBF1,2024-06-19 20:58:00,Web,Account Management,Medium,Process for transferring account ownership,I've tried the 'Forgot Password' link several times for username 'test@example.org' but I'm not receiving the email. I checked my spam folder.
TID-32FABE34,2024-09-19 04:51:00,Web,Account Management,Medium,How do I delete my account?,I need to update the primary email on my account from 'old.user@example.com' to 'new.user@example.com'. What's the process?
TID-516813B8,2024-01-13 09:20:00,Email,Account Management,Medium,Need to change the primary email,My account is locked due to too many failed login attempts. I need urgent access for a presentation. Please unlock username 'test@example.org'.
TID-0B52BEBC,2024-04-30 13:10:00,Email,Product Inquiry,Low,Do you offer training or webinars?,My team is new to your platform and we would like to get up to speed. Do you offer any live training sessions?
TID-89ACE427,2024-09-21 20:00:00,Phone,Technical Issue,Medium,Unable to upload files - Permission Denied,Our integration is failing because all calls to the /api/v2/data endpoint are returning a 503 Service Unavailable error.
TID-F7E7F2C4,2024-04-16 04:32:00,Phone,Account Management,Medium,How do I delete my account?,I am no longer using this service and wish to permanently delete my account and all associated data.
TID-1E699D3B,2024-02-23 07:08:00,API,Product Inquiry,Low,Is it possible to customize report templates?,I am often on the go and would love to access my data from a mobile app. Is one available for iOS or Android?
TID-B5FB71A8,2024-06-13 00:00:00,Email,Account Management,Low,User account locked,My account is locked due to too many failed login attempts. I need urgent access for a presentation. Please unlock username 'test@example.org'.
TID-B13AB751,2024-09-12 12:16:00,Web,Technical Issue,Medium,Mobile app drains battery,"Since the last update, the mobile app is using a significant amount of battery, even in the background. My device is a iPhone 15 Pro."
TID-FC1CE9E1,2024-01-13 09:55:00,Web,Billing & Payment,Medium,Incorrect amount on invoice,My credit card company flagged a recent payment attempt to you as fraudulent. Can you confirm your payment processor is secure?
TID-F69F66B6,2024-07-07 05:24:00,Phone,Account Management,High,User account locked,I need to update the primary email on my account from 'old.user@example.com' to 'new.hire@example.org'. What's the process?
TID-2220E5A7,2024-06-08 08:54:00,Web,Product Inquiry,Low,Is there a mobile app?,I need to export a report to PDF for a presentation. I can only see CSV and Excel options. Is this possible?
TID-A350DBB1,2024-04-28 10:50:00,Phone,Billing & Payment,High,Payment failed but my card was charged,Could you please provide PDF copies of all invoices for my account (50933) for the last fiscal year?
TID-7C896B0D,2024-02-25 19:33:00,Web,Technical Issue,Low,Unable to upload files - Permission Denied,The data on my main dashboard appears to be stale. It's stuck on data from this morning at 12:00 PM. Clearing cache did not help.
TID-6C863038,2024-07-09 20:28:00,Web,Technical Issue,Medium,Unable to upload files - Permission Denied,The search feature is not finding documents that I know exist. It seems to be an issue with recently indexed content.
TID-E6C36446,2024-05-03 09:03:00,API,Technical Issue,High,Mobile app drains battery,"Since the last update, the mobile app is using a significant amount of battery, even in the background. My device is a Google Pixel 8."
TID-6ED57C73,2024-06-20 15:54:00,Email,Billing & Payment,Medium,Payment failed but my card was charged,My credit card company flagged a recent payment attempt to you as fraudulent. Can you confirm your payment processor is secure?
TID-92DA7BAB,2024-09-25 05:45:00,Web,Product Inquiry,Low,Do you offer training or webinars?,I would like to add my company logo to the reports I generate. Can I create custom templates?
TID-ACA390F7,2024-02-16 05:44:00,Web,General Feedback,Low,Suggestion for a new feature,Just wanted to say that the new reporting dashboard you launched last month is fantastic! It's a huge improvement.
TID-F92E20AD,2024-07-05 07:09:00,API,Account Management,Medium,New user invitation link has expired,I am no longer using this service and wish to permanently delete my account and all associated data.
TID-CE429C2F,2024-08-03 08:02:00,Email,Billing & Payment,High,Request for past invoices,"My attempt to renew my subscription failed, but my bank statement shows a charge from your company. Please investigate."
TID-8536EC1A,2024-09-30 09:07:00,Web,Technical Issue,Medium,API returning 503 errors,"I'm trying to export a report with 100000 rows to CSV, but it times out with the error 'ERR_TIMEOUT'."
TID-575293C1,2024-05-01 05:00:00,Email,Technical Issue,Urgent,Error message when saving a new project,The desktop application closes immediately after I launch it. I have already tried reinstalling and restarting. OS: Windows 11.
TID-556836FD,2024-05-03 15:51:00,Email,Billing & Payment,Medium,How to upgrade my subscription?,"Invoice INV-2025-4900 shows a total of $318.00, but it should be $155.00. It seems I was double-charged."
TID-1A15DF57,2024-03-30 20:14:00,Email,Product Inquiry,Low,Data retention policy clarification,I am often on the go and would love to access my data from a mobile app. Is one available for iOS or Android?
TID-E1AE3E28,2024-09-13 18:18:00,Email,Product Inquiry,Low,Is it possible to customize report templates?,"For compliance reasons, I need to know your data retention policy. How long is data stored after it's deleted from the UI?"
TID-F66AE779,2024-05-13 10:40:00,Email,Technical Issue,High,Mobile app drains battery,The desktop application closes immediately after I launch it. I have already tried reinstalling and restarting. OS: macOS Sonoma.
TID-10F3FAA9,2024-02-11 12:25:00,Web,Technical Issue,High,Unable to upload files - Permission Denied,"I am an admin, but I keep getting a 'Permission Denied' error when I try to upload a ZIP archive file. This started happening today."
TID-D48CB330,2024-02-28 11:24:00,Email,Billing & Payment,High,How to upgrade my subscription?,Could you please provide PDF copies of all invoices for my account (50933) for the last fiscal year?
TID-D8609876,2024-04-21 18:22:00,Web,Technical Issue,High,Unable to upload files - Permission Denied,The desktop application closes immediately after I launch it. I have already tried reinstalling and restarting. OS: Ubuntu 22.04.
TID-91B1128C,2024-09-02 00:28:00,Email,Account Management,Low,Process for transferring account ownership,I need to update the primary email on my account from 'old.user@example.com' to 'new.user@example.com'. What's the process?
TID-F4E417E0,2024-02-01 20:57:00,Web,Product Inquiry,Low,Integration with third-party calendar apps,My team is new to your platform and we would like to get up to speed. Do you offer any live training sessions?
TID-F7CBC36F,2024-09-02 03:50:00,Web,Technical Issue,Medium,Website is loading very slowly,"I am an admin, but I keep getting a 'Permission Denied' error when I try to upload a PDF file. This started happening today."
TID-EDB67AEA,2024-10-06 04:05:00,Email,Product Inquiry,Low,Integration with third-party calendar apps,"For compliance reasons, I need to know your data retention policy. How long is data stored after it's deleted from the UI?"
TID-805775F8,2024-10-08 16:12:00,Web,Account Management,Medium,Unable to reset password,I've tried the 'Forgot Password' link several times for username 'demo_user@example.net' but I'm not receiving the email. I checked my spam folder.
TID-B5EE7242,2024-02-11 14:41:00,Email,Billing & Payment,Medium,Incorrect amount on invoice,I am looking at invoice INV-2025-4900 and I don't understand the charge for 'Service Adjustment'. Can you clarify?
TID-7EC587B9,2024-06-24 01:48:00,Email,Technical Issue,High,API returning 503 errors,The desktop application closes immediately after I launch it. I have already tried reinstalling and restarting. OS: Ubuntu 22.04.
TID-398469ED,2024-05-28 10:15:00,Email,Product Inquiry,Low,Do you offer training or webinars?,I need to export a report to PDF for a presentation. I can only see CSV and Excel options. Is this possible?
